ped_id,n_conformers,rg_gt_mean,rg_gt_std,rg_pred_mean,rg_pred_std,rg_delta,rg_rel_delta_pct,dmax_gt_mean,dmax_gt_std,dmax_pred_mean,dmax_pred_std,dmax_delta,dmax_rel_delta_pct,bb_rmsd_gt_mean,bb_rmsd_gt_std,bb_rmsd_pred_mean,bb_rmsd_pred_std,bb_rmsd_delta,bb_rmsd_rel_delta_pct,sc_rmsd_gt_mean,sc_rmsd_gt_std,sc_rmsd_pred_mean,sc_rmsd_pred_std,sc_rmsd_delta,sc_rmsd_rel_delta_pct,aa_rmsd_gt_mean,aa_rmsd_gt_std,aa_rmsd_pred_mean,aa_rmsd_pred_std,aa_rmsd_delta,aa_rmsd_rel_delta_pct,sc_bb_ratio_gt_mean,sc_bb_ratio_gt_std,sc_bb_ratio_pred_mean,sc_bb_ratio_pred_std,sc_bb_ratio_delta,sc_bb_ratio_rel_delta_pct,cbdev_mean_gt_mean,cbdev_mean_gt_std,cbdev_mean_pred_mean,cbdev_mean_pred_std,cbdev_mean_delta,cbdev_mean_rel_delta_pct,rama_favored_pct_gt,rama_favored_pct_pred,rota_favored_pct_gt,rota_favored_pct_pred,helix_frac_gt,helix_frac_pred,pro_phi_mean_gt,pro_phi_mean_pred,clash_gt_mean,clash_gt_std,clash_pred_mean,clash_pred_std,clash_delta,clash_rel_delta_pct
PED00003,300,32.221952912041566,7.326799722310208,32.22703552427374,7.3275834498487775,0.0050826122321723,0.01577375600432,97.7915504614512,22.401743681675104,97.7915504614512,22.401743681675104,0.0,0.0,,,0.5711547817353511,0.0519284006606584,,,,,2.3527881129687307,0.121806102254193,,,,,1.6593158520912723,0.0815985800372684,,,,,4.152750720687882,0.4296566724710692,,,0.1844464499427708,0.0081616385794111,0.1057073283990257,0.0126186748138973,-0.078739121543745,-42.6894210044031,91.93846153846154,90.62820512820512,91.5718954248366,84.92156862745098,0.0094444444444444,0.0067676767676767,-73.38798994900688,-76.392556483036,168.23333333333332,9.217125740268958,156.51666666666668,18.20387299989235,-11.71666666666664,-6.964533386169987
PED00006,300,28.099724525070123,6.842365558444895,28.10248190048088,6.8407357926428825,0.0027573754107592,0.0098128200804928,85.94358606338501,20.47826019850953,85.94358606338501,20.47826019850953,0.0,0.0,,,0.524749632151867,0.0516928353246002,,,,,2.27286374581702,0.1253563117782988,,,,,1.59709351375388,0.0842638256843664,,,,,4.371551285818206,0.4821206078252505,,,0.1769074070524299,0.0079274156668595,0.1032792412425665,0.0089435087987896,-0.0736281658098633,-41.6196060055542,92.68085106382978,91.60520094562648,92.87087087087087,85.42642642642643,0.0182517482517482,0.0154312354312354,-70.89204847131457,-75.5790775909878,178.67,9.885012810354347,180.13333333333333,24.17942038433988,1.4633333333333383,0.8190145706236851
PED00016,300,30.61428167690526,6.512250039499473,30.614100242274667,6.508929627028389,-0.0001814346305941,-0.0005926470283019,91.84205096562704,20.943741975310584,91.84205096562704,20.943741975310584,0.0,0.0,,,0.3935879714691021,0.0597712932963097,,,,,2.42538223581765,0.1600191149688576,,,,,1.6888545634401346,0.1092807897124502,,,,,6.285195319128143,0.9365228893478056,,,0.0492554884413751,8.160853638569166e-05,0.0915131448208532,0.0143076168775503,0.0422576563794781,85.79278719319584,95.54716981132076,94.33018867924528,99.6629213483146,82.4307116104869,0.0349382716049382,0.0431481481481481,-67.25703166820385,-65.19712133637181,256.1433333333333,17.293534727370755,205.91666666666666,34.83553891445378,-50.22666666666666,-19.608812774097835
PED00074,81,8.305509082513826,1.2838149671553418,8.464245823112396,1.2058532835302118,0.1587367405985702,1.9112222865756645,21.256204740500745,4.694605724127301,21.256204740500745,4.694605724127301,0.0,0.0,,,0.8895687057991263,0.2373234539143413,,,,,3.249688544288142,0.6470701033003181,,,,,2.483582092400355,0.4634282636256015,,,,,4.0786656047331,1.9795968570592863,,,0.214863221907925,0.0590814877247429,0.1362462794178859,0.04786480054962,-0.0786169424900391,-36.58929703834037,94.78737997256516,88.34019204389575,89.13580246913581,75.92592592592592,0.0572390572390572,0.0561167227833894,,,13.679012345679013,13.562657520277716,21.864197530864196,7.617009069214362,8.185185185185183,59.837545126353774
PED00140,8,39.899207226030285,13.737364408978612,39.94405337869789,13.77115089773774,0.0448461526676027,0.1123986058508577,121.26616060733797,47.31660420714641,121.26616060733797,47.31660420714641,0.0,0.0,,,0.7176573080999649,0.0378930852592458,,,,,2.6714748020165686,0.0855242994059856,,,,,1.943137418381412,0.0573862844925823,,,,,3.732274544723444,0.2397092323900699,,,0.1169965323237301,0.0130791800412237,0.1054809247143939,0.0110643144141551,-0.0115156076093361,-9.842691386333051,90.85144927536231,88.40579710144928,99.88207547169812,93.63207547169812,0.0392857142857142,0.0160714285714285,-62.30909013748169,-72.35810698041071,209.875,17.389960157680473,318.0,46.33418978310878,108.125,51.518761167361525
PED00141,6,35.26410140035748,8.187477684583254,35.25863985392664,8.169605157021786,-0.005461546430844,-0.0154875531034762,104.892684618632,22.802907252463196,104.892684618632,22.802907252463196,0.0,0.0,,,0.6482753565043158,0.0891952816005696,,,,,2.53028862983757,0.2316924532105039,,,,,1.8386903307734024,0.1601202977656571,,,,,3.962213801712031,0.6371965796826075,,,0.1273900732784316,0.0099799290140478,0.1012373074006844,0.0067219921182575,-0.0261527658777471,-20.529673313387665,91.1904761904762,88.92857142857142,100.0,93.51851851851852,0.0399061032863849,0.0293427230046948,-63.17348289489747,-71.77013270060222,233.16666666666666,48.109943532150055,360.0,59.62214353744756,126.83333333333334,54.39599714081488
PED00154,200,25.71795042873293,5.043063494296403,25.725470272499383,5.05068937029518,0.0075198437664525,0.0292396697290897,76.3467566370964,16.611069376952347,76.3467566370964,16.611069376952347,0.0,0.0,,,0.4246235442706172,0.0691256697118614,,,,,2.2301283240649803,0.2074107862702995,,,,,1.516553766850446,0.1350678736500994,,,,,5.391013346570055,1.015770713464473,,,0.0612038734673141,5.4199778534313305e-05,0.0937398548380297,0.0121830090533271,0.0325359813707156,53.16000365253261,93.96527777777776,91.69444444444444,99.80172413793105,77.63793103448276,0.0147972972972972,0.0257432432432432,-63.93619023513795,-65.84907329893113,171.67,9.166308200696225,132.33,18.6396966567937,-39.339999999999975,-22.91605988233237
PED00155,300,13.0683504103518,1.8961834944954632,13.1126720612408,1.89910529560683,0.0443216508889996,0.339152605319576,36.64214371045431,7.365361406862422,36.64214371045431,7.365361406862422,0.0,0.0,,,0.4651630544549198,0.1057857530218467,,,,,2.482091610545434,0.3469781742931761,,,,,1.870287133558402,0.2554074607247443,,,,,5.603874439872163,1.4611258518741537,,,0.1286585265897337,0.0142080287779602,0.1037460358826226,0.0329584354205494,-0.0249124907071111,-19.363264423625832,97.53333333333332,95.4,99.6140350877193,87.0,0.0074242424242424,0.0065151515151515,,,23.05,2.923923922348003,29.9,10.72224580878216,6.849999999999998,29.71800433839478
PED00181,300,22.221840518986387,4.739647111481919,22.234754727549312,4.739155325702322,0.0129142085629254,0.058114936752838,67.96234928766886,16.383500787074,67.96234928766886,16.383500787074,0.0,0.0,,,0.4038963007118464,0.0620256482051808,,,,,2.085141981762657,0.1782960601607587,,,,,1.4351386315254395,0.1188135934295985,,,,,5.286073573607365,0.9497737085453878,,,0.1334202241140857,0.0090591684776051,0.1046887090042877,0.0175762216167764,-0.0287315151097979,-21.534602644071445,96.57671957671955,95.64021164021165,97.55555555555556,88.37254901960783,0.0748205128205128,0.072,-70.24042400677999,-69.9171730295817,81.38666666666667,5.779431487318707,68.21666666666667,12.87772657321692,-13.170000000000002,-16.182011795543907
PED00183,12,63.04822248379646,12.869709209176673,63.04502027441262,12.879927247339596,-0.0032022093838364,-0.0050789843990596,210.1758885383606,43.87187521131667,210.1758885383606,43.87187521131667,0.0,0.0,,,0.6706462936933727,0.0483108062606088,,,,,2.4472822956758726,0.092388871807545,,,,,1.7684854021598493,0.0645337528642368,,,,,3.664656964761353,0.2762424423038621,,,0.110211547711437,0.0087112250785902,0.1012919597989076,0.0052187010135596,-0.0089195879125293,-8.093151850006853,90.43141592920354,89.32522123893806,99.32998324958125,88.81909547738694,0.020741556534508,0.013215859030837,-63.22804802987312,-66.98063241243362,821.6666666666666,35.06962771229242,1103.9166666666667,70.50268638767457,282.2500000000001,34.35091277890468
